,YL.RP.1488,YL.RP.342,YL.RP.348,YL.RP.977,YL.RP.995,YL.RP.9,YL.RP.Si051,YL.RP.Si062,YL.RP.Si079,YL.RP.Si080,YL.RP.Si081,YL.RP.Si083,YL.RP.Si090,YL.RP.Si214,YL.RP.Si248,YL.RP.Si249,YL.RP.Si268,YL.RS.1488,YL.RS.342,YL.RS.348,YL.RS.977,YL.RS.995,YL.RS.9,YL.RS.Si051,YL.RS.Si062,YL.RS.Si079,YL.RS.Si080,YL.RS.Si081,YL.RS.Si083,YL.RS.Si090,YL.RS.Si214,YL.RS.Si248,YL.RS.Si249,YL.RS.Si268
MAG_123,328.784647,1233.194008,422.603636,370.781751,1491.672291,2516.276859,934.283361,540.247812,880.103618,894.637403,9878.863793,895.082255,1563.758631,417.828844,1641.046791,950.019213,617.616173,352.420863,660.769323,209.983061,306.296847,367.521134,798.924267,757.009048,800.587824,355.245051,679.03162,979.536953,376.605464,286.348902,463.702226,990.450668,493.744937,501.082506
MAG_124,3995.188142,2595.390167,1881.580123,2384.813945,2269.108918,1745.993292,1486.116099,2304.4186,3345.738999,3380.517844,4688.464871,3436.608053,3131.256058,2095.927076,3591.965652,3912.154723,4585.330536,1395.973081,895.330351,871.653995,1060.312937,2230.758652,1584.707422,1662.537752,2596.949053,1384.131824,2381.851405,1438.131443,1245.75665,1284.475013,1138.581943,1288.623479,1000.373194,2182.627408
MAG_125,1.439037,0.951007,0.361425,2.209216,1.286305,0.883446,0.687733,1.487748,1.502234,2.991992,224.155735,1.232625,1.179053,2.262724,0.639569,0.871706,0.810493,0.279279,0.527401,0.200699,0.482192,1.074925,0.247942,0.293047,0.585512,0.259566,0.414691,10.010819,0.157905,0.22875,1.210388,0.190664,0.107453,0.302283
MAG_126,75.569431,51.887766,20.440697,96.707645,51.566388,35.3198,38.970568,49.938532,100.461797,77.657014,145.256098,41.759826,44.496348,78.663383,39.888521,43.473514,64.228394,13.105509,30.11555,4.731657,18.676991,34.140281,12.965642,9.830097,17.867872,12.108284,29.784931,13.06285,5.52012,9.715215,32.387605,5.23073,6.249124,22.442821
MAG_127,438.937502,2397.635434,370.338933,534.033584,546.455179,667.156872,67.492091,791.223745,853.701049,248.66815,7224.639979,1686.201296,457.908823,266.385634,93.930897,4359.811714,154.42736,83.124473,224.728637,148.086751,46.477906,121.79137,90.946664,10.438113,133.974598,15.334903,25.50369,226.587821,53.054468,31.374162,82.928399,18.361829,29.646436,27.216675
MAG_128,2830.352225,1700.318399,3060.477705,1688.75666,952.045727,799.077888,1822.771688,1845.003549,3244.919985,3214.45647,7489.946385,4648.423279,2801.743527,2321.925649,3279.849698,2577.925689,5109.244394,1328.551938,750.922932,1765.808414,966.588442,1374.176408,451.271811,1114.454758,1817.667743,1200.462636,1663.336859,1867.85677,804.147686,1463.833125,1201.638914,1300.25378,758.491214,1788.103762
MAG_129,6713.070469,7844.741479,10737.68507,3967.070195,2802.092456,1875.556505,3118.90605,5045.367638,5473.646465,6340.830398,11645.4326,8971.206399,3527.876114,7124.639105,4844.756039,5252.458012,12047.37754,1522.772045,1471.448118,2188.35865,1266.093168,1371.656743,731.994682,1921.808416,4678.518691,1819.511356,3780.212635,3977.959335,1347.967675,3187.917975,3605.55691,1627.167894,2162.00125,5908.428343
MAG_130,1178.656184,1308.767441,710.498721,1291.351143,4474.617414,1170.766455,4376.864133,6784.641609,3532.220975,4756.626219,15358.85893,4931.62649,2939.349178,3778.04525,1352.421788,3708.157443,753.739461,241.697767,702.080215,147.988673,238.12372,579.359911,201.616795,253.042518,383.207286,119.064585,772.360415,2130.506674,199.634206,140.230736,1153.060569,278.911687,223.691687,158.881367
MAG_131,103.24661,72.622475,70.734678,53.164379,43.889157,23.796808,23.442001,26.578,47.084143,58.638359,2648.46273,60.058589,39.238631,270.974043,36.123217,39.360134,60.447827,24.834822,18.66337,18.801065,17.345205,43.71858,16.272475,16.740702,24.329832,14.913646,28.409388,100.094555,14.077705,16.855973,60.864357,14.783333,12.324776,30.562856
MAG_132,2735.65759,5407.979423,3433.907953,3993.892956,3684.295231,1988.766548,1345.212092,8780.621078,4284.207805,1144.734025,5793.463722,2588.557808,5752.309772,6565.291565,5322.814216,9299.179417,3048.806104,336.859155,1450.228473,571.000054,621.932039,516.855889,275.187883,143.90833,940.754471,232.949191,264.257179,747.006669,157.021241,284.156054,1330.36024,435.397672,309.07478,610.598486
MAG_133,0.39466,5.677339,0.847277,2.682989,11.158728,34.845403,683.750082,70.614042,132.874109,10.494795,10169.09477,20.739706,1151.309917,1.955735,62.185897,18.762386,1.459084,0.385901,6.568419,0.307133,14.987997,15.106157,5.573458,29.201273,2.797928,6.498865,1.405774,1545.678144,1.435075,45.656669,1.057511,15.374628,5.173775,1.337571
MAG_134,11.348709,20.189284,15.484055,14.927677,35.08135,11.198962,2049.709086,802.147003,14.446601,69.696166,49.365362,3751.945214,39.729142,11.387022,102.989753,78.433684,14.169787,9.299139,19.835641,7.483467,21.003355,13.636898,7.4805,44.477073,25.09487,7.406108,16.161368,19.284724,10.251631,9.300724,12.033426,23.690268,10.951138,17.226294
MAG_135,9352.03316,3667.253519,1804.505337,8488.886175,5295.3567,2428.064511,2165.951437,3209.933715,4611.671682,2340.393217,2474.614254,4031.512243,2315.254758,3799.016035,2031.460698,4008.994614,3237.961921,800.401003,398.122217,138.928168,674.875395,1613.217814,481.661384,264.51054,455.720256,212.062956,357.424215,232.756578,90.117262,152.021407,893.43449,136.725368,206.068875,609.125641
MAG_136,37.462534,437.797189,268.953573,7.133991,148.922159,732.007694,6063.838124,2485.669471,4561.577481,1654.287296,787.975259,4163.833813,1621.435694,1441.658196,2867.247412,1368.183132,1741.071508,10.933036,75.409228,28.873034,2.285626,45.215261,336.619287,2110.454468,757.565639,108.205841,1348.955465,136.745566,149.395812,46.736864,660.363673,390.893289,78.69701,599.506052
MAG_137,1670.2951,2774.212579,1918.591319,1608.747071,7239.55922,5936.700392,8268.430721,11384.30679,11533.01105,10055.74199,8919.799733,7088.238524,17066.1702,6026.919491,7355.785145,4040.618171,5068.396052,444.463437,542.45484,302.699206,806.931031,1195.019901,1453.519173,995.592076,1991.917592,432.274754,1497.903052,1019.124705,407.707423,433.510906,1640.828244,1379.184538,376.061053,948.347067
MAG_138,3795.329662,5324.765383,3407.790745,3824.662133,12365.22188,14938.41207,3572.915453,5123.280024,6692.123515,7601.397341,19425.75511,11973.52299,22161.13009,3585.98258,24307.454,13598.38793,8148.870686,4715.772524,4557.018632,2675.102417,3724.374552,1825.722786,7080.115045,10083.72288,8034.851136,4185.497099,9093.161811,5996.073419,5162.669184,3301.908732,5998.003191,12439.94805,7043.749715,6892.751312
MAG_139,2.424925,7.116965,3.642057,16.147768,10.339374,26.254508,814.516335,64.755916,1417.388884,12.639498,700.869561,5939.362624,37.744727,3.412685,53.792468,26.194232,2.582695,3.764799,20.804092,2.146188,12.723977,4.278181,16.491823,18.236324,5.567323,18.690314,3.188388,15.325716,4.639654,317.142059,1.640045,8.208395,5.031117,2.42353
MAG_140,9664.544352,5449.953093,6444.359735,3161.281162,2126.428499,1808.952657,3021.93086,3780.713049,7125.182671,4454.85611,8118.909854,11911.56306,5245.479912,1773.741509,11590.66186,13595.57738,10193.24838,2793.270545,948.945299,1245.203964,992.923106,546.190244,531.399728,1643.599051,3641.005472,1656.209873,1852.234473,2561.338866,1137.328037,2039.112239,826.009428,2290.214374,2859.983909,5506.896236
MAG_141,14.404483,10.395058,11.235103,5.041906,9.197559,32.997643,41.192845,26.549484,115.729021,113.34083,92.651578,398.245549,116.454124,297.422257,144.570151,112.771651,164.114026,4.408547,3.933941,3.852983,2.82978,7.965967,32.0936,21.950361,40.294861,46.412216,120.103967,53.065458,25.136283,38.525245,102.666755,33.402221,52.307856,161.241452
MAG_142,211.071524,457.992597,502.444309,28.948982,508.883961,2050.874335,650.341958,2440.17823,3627.945977,2672.487565,1522.826946,3853.005867,1803.025669,2407.949527,2749.625253,1607.666597,3404.32863,178.392107,217.607052,211.54184,17.247847,335.337585,1984.02569,774.056738,2148.883622,519.246649,4857.451371,682.879657,633.949335,424.677717,2512.259293,758.594956,352.637482,1474.74577
MAG_143,11295.73353,7928.937936,6337.856279,4791.601173,4587.39237,4483.090625,1284.475215,2799.228257,4009.774884,3542.00783,7360.627926,11573.67172,6377.448499,2588.43735,4702.901944,2173.372373,9566.142598,3408.522144,2119.341455,1616.932331,1284.78446,1162.106352,1607.693039,1207.499996,2203.487407,1509.160348,1993.492491,1913.634238,1752.41982,2172.793628,1084.61987,980.361841,1163.163751,4229.964338
MAG_144,3324.142469,12145.22371,7326.150738,4837.067583,3606.842601,2340.036564,928.56828,989.887281,3123.279448,2402.092132,3174.60496,10525.00245,2349.980632,589.935099,2605.317919,1250.072416,3470.551653,709.682189,1825.184456,1114.043074,620.921515,427.573456,669.708296,628.806869,928.808999,397.23871,1111.198979,1475.493406,1070.178141,1485.808241,254.535042,509.095544,325.158811,2810.409926
MAG_145,6458.303633,631.309884,1274.09997,4976.741839,938.729037,4090.420514,2369.913214,3281.415121,2483.43264,5022.167659,2409.075984,3347.357941,4429.102418,4129.664241,2316.157937,3666.584957,3483.381083,1277.207825,380.95056,195.375539,1498.147757,536.364505,1263.472262,1071.617041,628.239469,275.566571,923.468033,711.999403,495.635295,290.826448,1048.440995,432.510192,354.750185,632.225519
MAG_146,942.186276,2159.637103,1888.044755,199.575426,1548.431921,5547.602848,4991.52098,7377.544403,9820.765963,7335.950361,3365.296387,7149.848171,5416.937671,8785.849259,8414.55347,3974.003176,10983.45551,364.241828,872.303058,483.856033,87.293921,742.527318,7865.052718,4885.411776,3757.334714,833.847771,5789.275891,1060.947093,899.48753,700.232714,5965.207068,1758.900124,665.827809,2358.896242
MAG_147,38.31832,285.834334,136.152524,10.118714,230.719499,433.829788,36038.55777,1722.955234,3958.105111,1714.360585,646.695235,2104.256021,3767.742494,1964.2131,2537.621519,1341.121705,2507.729619,14.392834,102.896869,27.919769,2.537217,81.290971,465.87553,10431.8107,484.02893,93.565231,1234.596009,166.935089,110.44596,91.456929,874.726648,227.708305,100.435683,804.685676
MAG_148,127.198737,282.375901,287.950322,35.948609,315.178834,1075.753383,339.625409,2172.908387,2940.102382,1651.770987,924.750022,3093.26406,1978.15503,1722.866545,3089.85086,1799.876248,2960.919523,90.056814,108.849828,122.616813,15.33506,207.898949,1295.038133,321.273329,1414.753086,298.070344,2917.027201,379.753136,331.483903,284.667247,1716.478653,536.764356,262.712264,1334.775281
MAG_149,2827.481182,1844.784991,1167.830298,1588.196237,1667.816214,1282.452919,890.088652,1359.177039,2154.204031,2235.118736,2368.118805,2105.762971,3044.004829,1136.804654,2284.789094,2696.522427,2955.610205,930.749821,663.235755,588.842463,794.379964,1711.114199,1095.298527,1068.023628,1692.276347,952.839439,1464.98739,904.914814,932.980198,865.360069,650.790635,852.799136,719.058598,1437.049151
MAG_150,805.592523,3023.238319,783.686677,668.551309,5599.725788,9048.602672,1188.473745,1549.394575,1240.765876,1298.133114,3679.520091,2585.55535,9015.453205,1083.780566,5346.487139,3955.270569,1355.656769,1317.797858,2276.153829,489.922239,737.715342,966.999756,3105.023784,1709.17399,1514.572534,899.334944,1580.976601,1145.916659,986.302891,1021.515399,1413.936704,3765.28665,2090.390695,1694.772821
MAG_151,2380.038622,2201.318898,2065.945236,1478.334386,2305.85398,1537.764191,1511.313014,4415.185406,3913.024487,2415.690636,13877.22357,4256.071141,11952.1788,1885.14798,2798.136379,2594.904051,1356.564919,1144.659574,1155.676495,735.000765,2289.00334,578.242705,1159.503128,881.069904,1330.752358,683.368763,1023.801475,1524.006712,841.654413,1173.580842,1597.56791,1569.712312,1058.726984,972.512523
MAG_152,105.132971,148.200401,98.237438,113.498699,119.268423,77.132086,313.420743,106.297685,87.04657,76.275812,170.043479,253.27603,4822.65709,80.788706,130.450988,149.072131,70.89768,74.850578,86.473996,54.146498,57.421309,58.897352,71.142823,90.734559,62.536191,48.172192,64.565676,70.098221,63.647118,64.261676,67.183936,109.195939,64.652664,87.694912
MAG_153,1505.108919,953.777363,584.531751,2458.09402,1674.562088,969.936698,432.803791,1048.23401,891.857872,982.722775,2606.316576,1660.83668,4382.90079,1120.155536,1010.230553,1270.490099,728.350739,868.236827,481.099628,200.118488,557.614324,851.052106,608.504054,310.077805,715.3873,478.605595,519.510836,484.715512,459.429755,407.0069,513.528511,659.572311,856.482486,638.958508
MAG_154,2450.412338,1263.090609,718.959119,2268.341742,1455.008268,595.618177,568.070319,556.630052,1071.57823,1148.113708,371.741569,593.913419,621.977308,2139.990545,252.114917,543.460956,316.964326,506.380181,425.962267,138.461246,516.521163,911.399413,311.271526,250.906874,251.252432,190.552236,415.649461,273.975209,190.842056,121.935594,1054.670765,58.512548,97.322886,304.812891
MAG_155,1722.651575,15384.99729,6279.033429,3401.453067,14451.24696,25723.45967,1908.321562,18507.35707,4154.904879,3347.088606,22084.62959,4833.228788,12082.84624,5509.74274,7253.697235,2837.458986,8687.293805,1478.589368,6523.560824,2356.84775,2149.881017,1622.03676,9311.533199,2446.628727,6331.031738,1319.412883,3061.953305,5475.152804,1554.849296,2442.286371,3452.663083,2961.783074,2472.852672,3668.234138
MAG_156,12224.78287,5937.84792,5053.404461,4347.320939,4867.859346,5166.180506,1114.773445,2886.89174,3502.884269,3274.138612,7351.566349,5961.187673,9381.7446,2803.074509,4343.35724,1808.35577,9991.028426,3773.796109,2097.608512,1672.050261,1294.615169,920.359344,1703.430461,1268.286237,2338.390958,1516.775783,1952.849509,1800.858938,2003.068658,2152.646759,1157.595031,672.09075,1051.941635,4134.681252
MAG_157,253.122135,604.562583,905.840145,380.992605,264.598143,573.517307,2144.970973,462.26265,431.551045,488.761643,765.040251,796.103702,5331.997828,533.282187,481.610266,785.538539,188.737807,100.686985,377.418112,143.352065,193.718353,122.776545,109.000243,199.654981,387.950477,151.51245,170.914995,218.787462,141.291724,236.261863,147.29636,361.621771,277.283256,185.070657
MAG_158,907.352458,384.369722,554.629904,664.635893,419.163236,681.549146,1415.281766,706.482956,842.043346,779.971225,603.961593,1161.29785,2795.037828,3231.355911,1033.695896,662.355583,809.54373,438.522213,672.958576,525.322393,795.616347,962.136443,907.899604,1119.598186,586.095603,571.265454,939.655781,744.905519,540.198425,707.586592,1404.878796,686.688531,621.259285,574.413003
MAG_159,312.628649,603.071029,641.106672,67.806731,717.973987,2050.922996,5439.297888,7433.295499,8693.543134,4677.385152,2793.570417,6369.997964,4763.380303,6267.900225,10156.83723,5627.542723,14355.62698,203.882683,274.624207,292.501566,22.134868,453.260676,2325.077368,4080.179659,4387.797839,901.942828,7147.592435,1018.41842,782.141404,765.764913,4920.648198,2325.048881,811.402019,5540.406674
MAG_160,889.338842,276.43217,271.335811,716.915259,436.62874,393.020316,208.703844,368.841901,425.442876,586.676623,457.363463,374.721261,542.235786,2226.156826,390.153793,393.05221,436.538454,277.289914,292.309778,246.367745,288.161229,833.236553,365.718989,232.974489,261.869996,256.810619,388.844742,336.781596,294.381671,442.467514,859.837885,266.714191,260.800838,326.821598
MAG_161,1233.314834,3762.453289,2552.265088,1914.914819,2478.416032,645.401138,663.320474,1083.115035,831.857161,2074.649739,2165.79975,10164.40164,1887.27821,10203.4646,396.889484,271.20596,457.437075,139.634098,262.415259,816.354122,158.954327,267.731457,89.475146,101.127115,237.038626,45.68724,293.121956,235.659426,79.13528,51.286103,1084.556367,58.709495,22.581713,169.667807
MAG_162,992.064901,896.743856,973.76934,1279.451238,1902.054409,913.862447,862.686716,2356.353329,1370.02087,969.802532,949.20199,1786.762398,577.972615,7882.416558,516.674035,2075.156941,374.444181,83.613264,223.908111,133.38334,80.249534,395.017927,112.904349,37.328261,187.878833,56.035143,59.760901,141.769962,75.378692,32.57211,1502.088587,65.689205,48.01699,99.97673
MAG_163,1412.744588,2059.258752,2106.930781,858.90641,790.980796,1647.193501,2610.088014,853.860613,2712.280038,885.34071,2593.769658,1969.113838,1017.890644,5250.131534,1778.198646,1033.786725,1038.841804,924.715805,565.072715,341.937021,413.819001,874.654806,754.573451,511.536789,750.579429,447.978511,482.564711,472.347761,578.036506,364.396495,1911.353831,606.960147,543.611842,569.656902
MAG_164,131.628886,159.30519,184.688786,44.910968,259.48769,110.018305,6.212293,301.259031,115.442033,30.410615,215.966663,51.29797,18.096044,373.3768,14.375507,103.618046,115.486225,45.014745,125.115051,23.055751,40.477916,156.311494,32.733989,10.855298,118.820179,11.441435,12.62799,48.367957,11.525587,13.865441,163.66062,3.187955,2.513479,97.904182
MAG_165,4688.970461,6442.004822,5119.823956,3975.462529,3445.08663,2394.230244,9173.158164,3027.643122,12565.28094,3270.670274,14110.65074,13740.03386,7600.451124,11624.63827,9587.302528,8998.64133,5469.182133,1120.871878,734.941225,731.85309,592.217665,939.152795,754.326361,1284.982622,1702.740097,613.727642,748.469033,919.119407,850.151362,543.753187,2587.877098,1001.877294,582.664782,1610.212411
MAG_166,2441.812132,4140.125119,2941.912091,3592.447577,2226.326714,1873.216824,428.184137,2629.710478,1578.252473,1576.986971,2063.745564,1296.030575,4218.964119,4953.282408,2419.083133,1736.129796,2278.729684,690.679984,779.386718,850.132517,951.29178,256.927177,515.170233,315.81946,779.970255,414.255404,550.059146,425.344507,254.932277,723.964259,1505.584462,726.310499,408.445754,787.203445
MAG_167,6982.922516,14061.40815,12287.9735,10024.6452,16159.72239,17019.54878,1887.228606,3493.998665,3855.721026,7609.922587,8374.587078,3791.647017,7110.47255,17151.22366,6487.457935,3981.943156,6966.894876,5348.673502,7144.725216,5066.125616,3575.147807,4509.057573,6412.767545,2763.189122,3525.043195,3207.492928,4247.378277,4319.08714,3303.280448,3959.070364,7454.908876,4362.767925,3753.924975,4456.378965
MAG_168,1361.654516,722.755444,340.633334,2024.984937,957.259664,925.585563,1977.07416,772.139805,2551.946084,765.22932,554.224015,619.818713,601.616665,737.645152,1355.251041,1821.068109,948.10624,173.246509,135.755387,41.768179,192.788297,339.477339,485.796528,387.623981,667.20418,243.656549,316.33968,126.776452,73.045866,74.756238,384.018984,131.950945,121.572053,450.633274
MAG_169,2166.617565,4560.618015,2819.133859,2477.852789,2093.083712,1476.942429,817.694209,8976.352962,3887.35778,748.872798,2229.40225,1835.777689,4310.384109,4282.040559,7617.667411,8826.566384,2370.879179,240.403863,962.788163,440.172151,350.772909,270.732559,181.476227,81.166563,807.92056,172.721063,155.102232,450.077565,92.361934,205.921938,875.454336,339.331201,263.123099,398.879047
MAG_170,4.885073,22.883993,0.535394,1.872648,3.498028,64.326216,4934.267657,3.928391,388.662505,4.649364,23.581907,26.81398,360.020994,1.319424,2229.906355,30.063601,3.180808,1.561907,7.002589,0.66123,8.394877,2.578601,2.092662,65.289013,3.743366,7.068267,2.019053,3.134305,8.30629,5.5725,0.465094,285.785935,2.874728,1.249944
MAG_171,983.35298,1343.807327,1895.180352,1033.903808,1266.868614,1096.811738,418.784329,692.255689,628.03775,937.833029,762.860523,1062.6267,1254.940085,583.323568,2635.956081,1596.375213,692.602939,2438.742694,3947.331772,4467.262389,4238.976273,6199.032157,2231.734282,3208.83182,2334.083149,4010.696407,1795.06685,2958.37362,4043.599871,2994.937497,1725.548987,4637.766121,3826.154639,2628.835464
MAG_172,3596.13173,1966.300968,1249.085542,2304.679884,2521.54621,1256.6913,2194.297292,3845.305242,3414.096735,2159.505441,5812.698932,5300.325077,3446.534297,2417.745103,4427.814753,3550.407067,3406.374731,1482.761006,540.133919,402.721388,503.643504,916.293304,613.182657,611.91685,1938.200256,760.338959,899.184026,999.460286,850.642805,533.640426,782.228729,951.035992,958.480097,1039.48685
MAG_173,2973.395335,818.197445,168.947964,796.215925,332.17172,489.571454,94.677022,285.908163,1434.558128,1449.676485,343.674981,739.620288,2582.114445,231.159603,2654.141959,472.828001,303.231005,701.10861,232.933509,177.150216,225.224313,309.724939,251.159823,138.796788,394.892086,203.390719,357.194215,234.957288,338.347432,392.867654,175.533327,265.679083,453.289254,397.699455
MAG_174,13.223745,113.914057,30.859916,33.380666,37.921631,249.0374,2608.07248,31.39029,310.860553,17.10653,334.299358,3.246153,38.631829,4.311624,111.022016,4772.341243,5.296563,5.907677,27.964047,6.06717,3.26791,17.024798,24.653846,233.991244,1.731652,17.409149,3.351616,393.169646,18.712981,8.383354,3.894885,84.865651,39.226784,1.515849
MAG_175,2030.103618,1113.947105,654.790412,1895.028205,1280.828039,540.770806,441.534272,414.552223,856.492767,948.995086,299.583964,485.483619,300.983567,2339.510675,257.258166,944.559997,295.77576,424.557271,313.824472,106.406497,463.825833,686.276599,262.856821,192.22569,214.087181,143.024531,322.363875,231.676282,121.45032,75.51314,1062.183201,53.187362,135.041652,257.239315
MAG_176,26.011743,159.014718,30.716063,457.477143,268.627474,146.976343,40134.60097,133.626062,22.546885,156.197151,2645.037317,201.71202,53.478213,1099.587975,2121.356308,8882.010567,64.758565,16.203262,88.719686,11.566793,23.426886,55.419371,50.947445,4115.342611,200.16829,13.695167,149.390436,1085.968218,17.25481,538.963354,382.82725,285.305506,240.415909,62.483174
MAG_177,4456.732115,3050.701462,1827.04721,3965.081813,12322.40053,5002.292103,5802.676851,10664.94948,6945.440464,6406.90232,3525.797491,4371.473486,11031.72097,3244.924804,3306.351723,7828.150543,4390.692119,526.608677,661.883023,170.02683,524.639718,1491.846924,1368.079251,325.422829,858.367599,282.074071,607.694176,413.096979,173.195093,213.736819,718.66762,401.073033,224.719964,481.16507
MAG_178,893.814951,1038.545371,1020.025644,1257.027848,3350.929083,1158.404575,4947.398268,5476.579295,3118.034064,5203.563508,2923.314945,4540.193085,1912.752264,3248.067645,1351.497,12996.25952,1049.317702,136.862676,624.513034,118.242027,155.532986,374.109103,136.406,200.503303,185.641916,76.457265,900.605062,461.368521,145.168762,71.497632,789.417947,166.039247,328.469315,139.259622
MAG_179,1311.548086,1279.626531,1871.029563,1000.611011,1781.652868,1424.226899,418.047336,902.770086,797.625679,1086.683632,1211.290786,1288.124038,1959.624853,804.464511,2496.381529,3272.746935,1178.28797,3475.740371,5205.360234,6954.709482,5188.503991,4263.053914,3621.106506,5528.715468,6101.579861,5998.498409,6191.550718,4128.206574,5963.455544,6074.153229,4007.100382,6192.84713,5105.533744,7475.15465
MAG_180,3857.537598,5380.435561,3648.967539,3545.115538,13752.10141,10578.21671,14199.13648,20114.35632,19880.80469,17582.41855,15242.57055,10787.08389,29156.56328,10470.27119,12577.80812,9767.901971,9079.525067,1203.300941,1279.314812,749.00182,1735.7114,2882.005168,2742.121381,1853.861879,3674.756184,991.769801,2859.015939,1928.565064,933.630873,984.496909,3041.302645,2582.630241,874.503095,1796.531449
MAG_181,23.97012,1.640928,19.541109,3.016012,1.51508,87.678887,4627.209524,23.676507,16.739048,1.665738,9.06222,32.61437,5.703478,4.866867,10.269104,3068.033923,3.225074,2.159195,0.900894,0.080503,0.519254,0.330763,18.258814,215.807663,5.672785,0.74913,0.674908,1.301925,1.236486,3.720871,1.672442,1.176629,91.348477,0.8542
MAG_182,53330.95134,79815.84945,93556.63221,148663.5296,104380.06,87892.62364,40329.59153,102961.9016,71980.72624,114457.2088,56339.54508,54779.04367,45349.80332,150174.0078,61922.53728,120142.2666,123810.183,25027.91795,52773.94608,27550.63539,52103.22987,13798.71202,45320.08686,12282.98815,23264.48774,14338.7559,30209.80339,18923.14778,16097.43529,8584.082972,62932.05954,14239.96937,15323.77753,41977.85209
MAG_183,61.786571,188.067799,162.364504,17.977753,186.510847,569.73718,1022.874739,1586.411577,1799.177275,1039.353077,539.289605,1855.867888,803.732338,1051.638729,1828.826351,1165.750854,1929.453734,35.620744,58.453787,51.770511,4.707207,93.272586,636.925196,543.102279,776.439099,149.181685,1493.332992,198.349423,171.086289,135.186297,891.685992,298.137225,118.516637,720.237774
MAG_184,2.196185,0,3509.218935,1.60511,0,3.02226,1.967903,3451.52535,0,5.765199,0,1.952142,0.036106,1.508541,0.062961,2.241098,10344.47114,0.346693,0.449259,320.274506,0.528294,0.134158,0.708383,0,231.712913,0.326192,0.056322,0.033536,0.329531,0,0.190809,0.197835,0.182408,717.660466
MAG_185,3320.801617,4738.240044,3308.445317,3977.291097,2675.426017,2125.13924,600.385704,2771.33635,2007.426304,2088.82666,2672.478456,1736.417097,4574.846783,4424.82732,2970.621979,2272.581842,4028.842971,1182.738655,1101.006598,1139.134998,1214.171622,482.524457,760.097799,559.490034,1166.405366,702.202827,958.509524,756.383113,523.844885,1096.308255,1758.92508,1050.329739,749.039222,1229.493481
MAG_186,2304.623802,3697.585629,2605.320092,2244.776746,9652.257833,7841.449423,10940.74936,15041.72113,14901.91395,13040.89167,11491.74158,7749.329896,22206.24869,7660.950244,9536.116225,5264.554923,8001.449682,688.964631,760.756346,435.861823,1087.770853,1699.65144,1929.391426,1400.82617,2695.136624,637.782859,2044.26885,1362.095523,611.086797,622.151806,2114.428865,1853.166553,564.24344,1327.186106
MAG_187,1387.94331,1555.191154,1452.685059,1767.686163,4495.398945,1482.64577,5764.503518,7059.584498,4307.497933,6755.457008,3929.528269,5916.925031,2525.856249,3556.963318,1647.278032,8586.923049,3895.984731,244.847858,821.956314,177.964359,258.455759,573.847854,243.320984,253.411622,288.99848,145.935845,1210.589838,588.408058,208.398138,123.652207,905.182469,268.413148,331.377623,329.844287
MAG_188,113.904747,38.600951,7.210684,87.860725,67.0161,104.648729,28.42922,345.887512,32.034022,53.374126,35.288328,12.911264,67.413126,122.364062,197.064587,11.043411,531.580761,34.975087,7.308341,1.602308,3.750874,56.078828,79.578847,67.708934,91.154107,3.407961,40.56739,9.055063,4.14632,49.097313,59.951032,14.963646,1.822962,88.98097
MAG_189,4.210415,42.931975,7.079013,1.949636,0.84487,14.351919,54.553349,20.106756,143.994146,274.443645,196.184987,17.867319,66.736335,647.595572,26.544397,93.412407,652.51244,1.378816,13.414216,4.885923,2.71909,3.412382,2.571968,34.66127,17.001571,8.409118,35.236946,63.052016,2.324103,46.70673,337.863076,10.182541,4.847586,49.751588
MAG_190,2645.462843,1335.00252,752.392967,2362.105141,1675.602885,692.475346,499.523401,513.297028,973.035625,1050.624222,343.259312,517.329552,291.601746,2149.602417,227.436062,420.28675,598.018562,523.719037,347.244295,130.620653,563.371906,874.662751,314.521379,192.167118,299.440503,186.319085,376.354292,308.904646,114.220172,81.492371,1126.105157,48.995896,60.157568,354.937163
MAG_191,10691.47314,3156.238964,3284.282204,3948.364142,7251.940165,2222.407856,3929.132999,11587.71077,6597.191908,6157.521603,5162.075587,6296.921965,3316.519789,6379.468352,4668.944486,7539.55415,5383.014654,1192.777198,797.344741,609.204503,569.619274,815.840326,686.576606,463.302284,1040.856168,491.071145,834.149848,616.849134,561.242684,478.286111,1245.260547,974.980161,866.067206,900.211494
MAG_192,1611.875752,1286.602981,1433.379798,1000.604132,1994.68703,2552.644744,293.669138,377.224579,598.272171,582.202799,819.20672,1104.24317,1843.681232,417.482723,1238.23261,1938.971814,584.75267,6675.069454,3929.260086,3189.498821,4399.844947,2986.085176,2749.257563,1824.218009,2777.046908,4613.718048,2389.36739,4133.429233,6360.885712,4061.467873,1555.298517,3478.93269,5219.770888,2032.343104
MAG_193,465.746006,363.859548,304.995548,364.649996,799.23683,802.472988,73.324877,100.276487,191.520193,189.79538,246.077343,409.273069,273.941237,207.284137,215.558677,149.699253,180.390674,4786.544522,3183.964355,1384.422196,3106.21884,4491.253964,2182.025796,1756.679706,1473.954266,2539.130719,2223.540251,2712.358726,3343.731489,2971.128257,1648.67256,1245.027396,1781.707858,1939.803503
