KO,L1,level1,L2,level2,L3,pathway,Description
K12354,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00600,Sphingolipid metabolism [PATH:ko00600],ectonucleotide pyrophosphatase/phosphodiesterase family member 7  [EC:3.1.4.12] 
K12355,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00940,Phenylpropanoid biosynthesis [PATH:ko00940],coniferyl-aldehyde dehydrogenase  [EC:1.2.1.68] 
K12356,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00940,Phenylpropanoid biosynthesis [PATH:ko00940],coniferyl-alcohol glucosyltransferase  [EC:2.4.1.111] 
K12357,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00511,Other glycan degradation [PATH:ko00511],sialidase-2/3/4  [EC:3.2.1.18] 
K12357,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00600,Sphingolipid metabolism [PATH:ko00600],sialidase-2/3/4  [EC:3.2.1.18] 
K12358,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04068,FoxO signaling pathway [PATH:ko04068],forkhead box protein O4 
K12358,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04014,Ras signaling pathway [PATH:ko04014],forkhead box protein O4 
K12361,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04015,Rap1 signaling pathway [PATH:ko04015],RAS guanyl-releasing protein 2 
K12361,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04014,Ras signaling pathway [PATH:ko04014],RAS guanyl-releasing protein 2 
K12361,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04010,MAPK signaling pathway [PATH:ko04010],RAS guanyl-releasing protein 2 
K12362,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04010,MAPK signaling pathway [PATH:ko04010],RAS guanyl-releasing protein 3 
K12362,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04015,Rap1 signaling pathway [PATH:ko04015],RAS guanyl-releasing protein 3 
K12362,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04014,Ras signaling pathway [PATH:ko04014],RAS guanyl-releasing protein 3 
K12363,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04010,MAPK signaling pathway [PATH:ko04010],RAS guanyl-releasing protein 4 
K12363,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04014,Ras signaling pathway [PATH:ko04014],RAS guanyl-releasing protein 4 
K12368,l1_09130,Environmental Information Processing,l1_09131,Membrane transport,map02010,ABC transporters [PATH:ko02010],dipeptide transport system substrate-binding protein 
K12368,l1_09140,Cellular Processes,l1_09142,Cell motility,map02030,Bacterial chemotaxis [PATH:ko02030],dipeptide transport system substrate-binding protein 
K12369,l1_09130,Environmental Information Processing,l1_09131,Membrane transport,map02010,ABC transporters [PATH:ko02010],dipeptide transport system permease protein 
K12370,l1_09130,Environmental Information Processing,l1_09131,Membrane transport,map02010,ABC transporters [PATH:ko02010],dipeptide transport system permease protein 
K12371,l1_09130,Environmental Information Processing,l1_09131,Membrane transport,map02010,ABC transporters [PATH:ko02010],dipeptide transport system ATP-binding protein 
K12372,l1_09130,Environmental Information Processing,l1_09131,Membrane transport,map02010,ABC transporters [PATH:ko02010],dipeptide transport system ATP-binding protein 
K12373,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00511,Other glycan degradation [PATH:ko00511],hexosaminidase  [EC:3.2.1.52] 
K12373,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00604,Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],hexosaminidase  [EC:3.2.1.52] 
K12373,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00603,Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],hexosaminidase  [EC:3.2.1.52] 
K12373,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],hexosaminidase  [EC:3.2.1.52] 
K12373,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],hexosaminidase  [EC:3.2.1.52] 
K12373,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00600,Sphingolipid metabolism [PATH:ko00600],hexosaminidase  [EC:3.2.1.52] 
K12373,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00531,Glycosaminoglycan degradation [PATH:ko00531],hexosaminidase  [EC:3.2.1.52] 
K12373,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],hexosaminidase  [EC:3.2.1.52] 
K12377,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04013,MAPK signaling pathway [PATH:ko04010],torso-like protein 
K12378,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04013,MAPK signaling pathway [PATH:ko04010],tyrosine-protein kinase receptor torso  [EC:2.7.10.1] 
K12379,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04013,MAPK signaling pathway [PATH:ko04010],huckebein 
K12380,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04014,Ras signaling pathway [PATH:ko04014],Ras GTPase-activating protein 3 
K12380,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04013,MAPK signaling pathway [PATH:ko04010],Ras GTPase-activating protein 3 
K12381,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],arylsulfatase G  [EC:3.1.6.-] 
K12382,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],saposin 
K12382,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00600,Sphingolipid metabolism [PATH:ko00600],saposin 
K12383,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],ganglioside GM2 activator 
K12384,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],lysosome membrane protein 2 
K12385,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],Niemann-Pick C1 protein 
K12386,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],cystinosin 
K12387,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],lysosomal-associated transmembrane protein 
K12388,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],sortilin 
K12389,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],battenin 
K12390,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],ceroid-lipofuscinosis neuronal protein 5 
K12391,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-1 complex subunit gamma-1 
K12392,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-1 complex subunit beta-1 
K12393,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-1 complex subunit mu 
K12394,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-1 complex subunit sigma 1/2 
K12395,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-1 complex subunit sigma-3 
K12396,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-3 complex subunit delta 
K12397,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-3 complex subunit beta 
K12398,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-3 complex subunit mu 
K12399,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-3 complex subunit sigma 
K12400,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-4 complex subunit epsilon-1 
K12401,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-4 complex subunit beta-1 
K12402,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-4 complex subunit mu-1 
K12403,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],AP-4 complex subunit sigma-1 
K12404,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04142,Lysosome [PATH:ko04142],ADP-ribosylation factor-binding protein GGA 
K12405,l1_09100,Metabolism,l1_09103,Lipid metabolism,map01040,Biosynthesis of unsaturated fatty acids [PATH:ko01040],"(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2  [EC:1.1.1.- 4.2.1.107 4.2.1.119] "
K12405,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04146,Peroxisome [PATH:ko04146],"(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2  [EC:1.1.1.- 4.2.1.107 4.2.1.119] "
K12405,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00120,Primary bile acid biosynthesis [PATH:ko00120],"(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2  [EC:1.1.1.- 4.2.1.107 4.2.1.119] "
K12406,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],pyruvate kinase isozymes R/L  [EC:2.7.1.40] 
K12406,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],pyruvate kinase isozymes R/L  [EC:2.7.1.40] 
K12407,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],glucokinase  [EC:2.7.1.2] 
K12407,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00500,Starch and sucrose metabolism [PATH:ko00500],glucokinase  [EC:2.7.1.2] 
K12407,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00524,"Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]",glucokinase  [EC:2.7.1.2] 
K12407,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00052,Galactose metabolism [PATH:ko00052],glucokinase  [EC:2.7.1.2] 
K12407,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],glucokinase  [EC:2.7.1.2] 
K12407,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00521,Streptomycin biosynthesis [PATH:ko00521],glucokinase  [EC:2.7.1.2] 
K12408,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00120,Primary bile acid biosynthesis [PATH:ko00120],"cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase  [EC:1.1.1.181] "
K12409,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase  [EC:3.2.1.183 2.7.1.60] 
K12410,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760],NAD-dependent deacetylase  [EC:2.3.1.286] 
K12411,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],homeobox protein YOX1/YHP1 
K12412,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04011,MAPK signaling pathway [PATH:ko04010],pheromone receptor transcription factor 
K12412,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],pheromone receptor transcription factor 
K12413,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],G1-specific transcriptional repressor WHI5 
K12414,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],"DNA replication licensing factor, required for pre-replication complex assembly "
K12414,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04113,,"DNA replication licensing factor, required for pre-replication complex assembly "
K12415,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map02020,Two-component system [PATH:ko02020],competence-stimulating peptide 
K12415,l1_09140,Cellular Processes,l1_09145,Cellular community,map02024,Quorum sensing [PATH:ko02024],competence-stimulating peptide 
K12416,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map04120,Ubiquitin mediated proteolysis [PATH:ko04120],anaphase-promoting complex subunit SWM1 
K12416,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04111,Cell cycle [PATH:ko04110],anaphase-promoting complex subunit SWM1 
K12416,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04113,,anaphase-promoting complex subunit SWM1 
K12420,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00253,Tetracycline biosynthesis [PATH:ko00253],ketoreductase  [EC:1.1.1.-] 
K12420,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01056,Biosynthesis of type II polyketide backbone [PATH:ko01056],ketoreductase  [EC:1.1.1.-] 
K12428,l1_09100,Metabolism,l2_09103,Lipid metabolism,map00074,Mycolic acid biosynthesis,fatty acid CoA ligase FadD32 
K12437,l1_09100,Metabolism,l2_09103,Lipid metabolism,map00074,Mycolic acid biosynthesis,polyketide synthase 13 
K12446,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],L-arabinokinase  [EC:2.7.1.46] 
K12447,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00040,Pentose and glucuronate interconversions [PATH:ko00040],UDP-sugar pyrophosphorylase  [EC:2.7.7.64] 
K12447,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],UDP-sugar pyrophosphorylase  [EC:2.7.7.64] 
K12447,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],UDP-sugar pyrophosphorylase  [EC:2.7.7.64] 
K12447,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00052,Galactose metabolism [PATH:ko00052],UDP-sugar pyrophosphorylase  [EC:2.7.7.64] 
K12448,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],UDP-arabinose 4-epimerase  [EC:5.1.3.5] 
K12449,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],UDP-apiose/xylose synthase 
K12450,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"UDP-glucose 4,6-dehydratase  [EC:4.2.1.76] "
K12451,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00523,Polyketide sugar unit biosynthesis [PATH:ko00523],"3,5-epimerase/4-reductase  [EC:5.1.3.- 1.1.1.-] "
K12451,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"3,5-epimerase/4-reductase  [EC:5.1.3.- 1.1.1.-] "
K12452,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"CDP-4-dehydro-6-deoxyglucose reductase, E1  [EC:1.17.1.1] "
K12452,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00541,O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"CDP-4-dehydro-6-deoxyglucose reductase, E1  [EC:1.17.1.1] "
K12453,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00541,O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],CDP-paratose synthetase  [EC:1.1.1.342] 
K12453,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],CDP-paratose synthetase  [EC:1.1.1.342] 
K12454,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00541,O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],CDP-paratose 2-epimerase  [EC:5.1.3.10] 
K12454,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],CDP-paratose 2-epimerase  [EC:5.1.3.10] 
K12455,l1_09100,Metabolism,l1_09107,Glycan biosynthesis and metabolism,map00541,O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],CDP-abequose synthase  [EC:1.1.1.341] 
K12455,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],CDP-abequose synthase  [EC:1.1.1.341] 
K12456,l1_09120,Genetic Information Processing,l1_09123,"Folding, sorting and degradation",map04120,Ubiquitin mediated proteolysis [PATH:ko04120],anaphase-promoting complex subunit 13 
K12456,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04114,,anaphase-promoting complex subunit 13 
K12456,l1_09140,Cellular Processes,l1_09143,Cell growth and death,map04110,Cell cycle [PATH:ko04110],anaphase-promoting complex subunit 13 
K12457,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04010,MAPK signaling pathway [PATH:ko04010],neurotrophin 4 
K12457,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04014,Ras signaling pathway [PATH:ko04014],neurotrophin 4 
K12457,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04151,PI3K-Akt signaling pathway [PATH:ko04151],neurotrophin 4 
K12466,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00903,Limonene degradation [PATH:ko00903],(+)-trans-carveol dehydrogenase  [EC:1.1.1.275] 
K12467,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00902,Monoterpenoid biosynthesis [PATH:ko00902],myrcene/ocimene synthase  [EC:4.2.3.15] 
K12469,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],EH domain-containing protein 2 
K12470,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],SH3 domain-containing kinase-binding protein 1 
K12471,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],epsin 
K12472,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],epidermal growth factor receptor substrate 15 
K12473,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],low-density lipoprotein receptor 
K12474,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],low density lipoprotein receptor adapter protein 1 
K12475,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],disabled homolog 2 
K12476,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],EH domain-containing protein 3 
K12477,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],EH domain-containing protein 4 
K12478,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04145,Phagosome [PATH:ko04145],early endosome antigen 1 
K12478,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],early endosome antigen 1 
K12479,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04138,,vacuolar protein sorting-associated protein 45 
K12479,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],vacuolar protein sorting-associated protein 45 
K12480,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],Rab GTPase-binding effector protein 1 
K12481,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],rabenosyn-5 
K12482,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],RUN and FYVE domain-containing protein 1/2 
K12483,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],EH domain-containing protein 1 
K12484,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],Rab11 family-interacting protein 1/2/5 
K12485,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],Rab11 family-interacting protein 3/4 
K12486,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],stromal membrane-associated protein 
K12487,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],G protein-coupled receptor kinase interactor 2 
K12488,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein "
K12489,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein "
K12490,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 "
K12490,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04024,cAMP signaling pathway [PATH:ko04024],"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 "
K12490,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04015,Rap1 signaling pathway [PATH:ko04015],"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 "
K12491,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1/3/4/5/6/9/11 "
K12492,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],ADP-ribosylation factor GTPase-activating protein 1 
K12493,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],ADP-ribosylation factor GTPase-activating protein 2/3 
K12494,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],PH and SEC7 domain-containing protein 
K12495,l1_09140,Cellular Processes,l1_09141,Transport and catabolism,map04144,Endocytosis [PATH:ko04144],IQ motif and SEC7 domain-containing protein 
K12499,l1_09130,Environmental Information Processing,l1_09133,Signaling molecules and interaction,map04061,Viral protein interaction with cytokine and cytokine receptor [PATH:ko04061],C-C motif chemokine 5 
K12499,l1_09130,Environmental Information Processing,l1_09133,Signaling molecules and interaction,map04060,Cytokine-cytokine receptor interaction [PATH:ko04060],C-C motif chemokine 5 
K12499,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04668,TNF signaling pathway [PATH:ko04668],C-C motif chemokine 5 
K12501,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],homogentisate solanesyltransferase  [EC:2.5.1.117] 
K12502,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],MPBQ/MSBQ methyltransferase  [EC:2.1.1.295] 
K12503,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],short-chain Z-isoprenyl diphosphate synthase  [EC:2.5.1.68] 
K12504,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],decaprenyl-diphosphate synthase subunit 1  [EC:2.5.1.91] 
K12505,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],decaprenyl-diphosphate synthase subunit 2  [EC:2.5.1.91] 
K12506,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase  [EC:2.7.7.60 4.6.1.12] "
K12524,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00300,Lysine biosynthesis [PATH:ko00300],bifunctional aspartokinase / homoserine dehydrogenase 1  [EC:2.7.2.4 1.1.1.3] 
K12524,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00270,Cysteine and methionine metabolism [PATH:ko00270],bifunctional aspartokinase / homoserine dehydrogenase 1  [EC:2.7.2.4 1.1.1.3] 
K12524,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",bifunctional aspartokinase / homoserine dehydrogenase 1  [EC:2.7.2.4 1.1.1.3] 
K12524,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00261,Monobactam biosynthesis [PATH:ko00261],bifunctional aspartokinase / homoserine dehydrogenase 1  [EC:2.7.2.4 1.1.1.3] 
K12525,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",bifunctional aspartokinase / homoserine dehydrogenase 2  [EC:2.7.2.4 1.1.1.3] 
K12525,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00300,Lysine biosynthesis [PATH:ko00300],bifunctional aspartokinase / homoserine dehydrogenase 2  [EC:2.7.2.4 1.1.1.3] 
K12525,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00261,Monobactam biosynthesis [PATH:ko00261],bifunctional aspartokinase / homoserine dehydrogenase 2  [EC:2.7.2.4 1.1.1.3] 
K12525,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00270,Cysteine and methionine metabolism [PATH:ko00270],bifunctional aspartokinase / homoserine dehydrogenase 2  [EC:2.7.2.4 1.1.1.3] 
K12526,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00300,Lysine biosynthesis [PATH:ko00300],bifunctional diaminopimelate decarboxylase / aspartate kinase  [EC:4.1.1.20 2.7.2.4] 
K12526,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00470,D-Amino acid metabolism [PATH:ko00470],bifunctional diaminopimelate decarboxylase / aspartate kinase  [EC:4.1.1.20 2.7.2.4] 
K12526,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00261,Monobactam biosynthesis [PATH:ko00261],bifunctional diaminopimelate decarboxylase / aspartate kinase  [EC:4.1.1.20 2.7.2.4] 
K12526,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",bifunctional diaminopimelate decarboxylase / aspartate kinase  [EC:4.1.1.20 2.7.2.4] 
K12526,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00270,Cysteine and methionine metabolism [PATH:ko00270],bifunctional diaminopimelate decarboxylase / aspartate kinase  [EC:4.1.1.20 2.7.2.4] 
K12527,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00450,Selenocompound metabolism [PATH:ko00450],putative selenate reductase  [EC:1.97.1.9] 
