KO,L1,level1,L2,level2,L3,pathway,Description
K00163,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],pyruvate dehydrogenase E1 component  [EC:1.2.4.1] 
K00163,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],pyruvate dehydrogenase E1 component  [EC:1.2.4.1] 
K00164,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],2-oxoglutarate dehydrogenase E1 component  [EC:1.2.4.2] 
K00166,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",2-oxoisovalerate dehydrogenase E1 component alpha subunit  [EC:1.2.4.4] 
K00166,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],2-oxoisovalerate dehydrogenase E1 component alpha subunit  [EC:1.2.4.4] 
K00167,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",2-oxoisovalerate dehydrogenase E1 component beta subunit  [EC:1.2.4.4] 
K00167,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],2-oxoisovalerate dehydrogenase E1 component beta subunit  [EC:1.2.4.4] 
K00169,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00633,Nitrotoluene degradation [PATH:ko00633],pyruvate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.1] 
K00169,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],pyruvate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.1] 
K00169,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],pyruvate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.1] 
K00169,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],pyruvate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.1] 
K00169,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],pyruvate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.1] 
K00169,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],pyruvate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.1] 
K00169,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],pyruvate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.1] 
K00169,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],pyruvate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.1] 
K00170,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],pyruvate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.1] 
K00170,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],pyruvate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.1] 
K00170,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00633,Nitrotoluene degradation [PATH:ko00633],pyruvate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.1] 
K00170,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],pyruvate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.1] 
K00170,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],pyruvate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.1] 
K00170,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],pyruvate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.1] 
K00170,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],pyruvate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.1] 
K00170,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],pyruvate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.1] 
K00171,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],pyruvate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.1] 
K00171,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],pyruvate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.1] 
K00171,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00633,Nitrotoluene degradation [PATH:ko00633],pyruvate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.1] 
K00171,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],pyruvate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.1] 
K00171,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],pyruvate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.1] 
K00171,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],pyruvate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.1] 
K00171,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],pyruvate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.1] 
K00171,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],pyruvate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.1] 
K00172,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00633,Nitrotoluene degradation [PATH:ko00633],pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.1] 
K00172,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.1] 
K00172,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.1] 
K00172,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.1] 
K00172,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.1] 
K00172,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.1] 
K00172,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.1] 
K00172,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.1] 
K00174,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha  [EC:1.2.7.3 1.2.7.11] 
K00174,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha  [EC:1.2.7.3 1.2.7.11] 
K00174,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha  [EC:1.2.7.3 1.2.7.11] 
K00174,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha  [EC:1.2.7.3 1.2.7.11] 
K00174,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha  [EC:1.2.7.3 1.2.7.11] 
K00175,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta  [EC:1.2.7.3 1.2.7.11] 
K00175,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta  [EC:1.2.7.3 1.2.7.11] 
K00175,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta  [EC:1.2.7.3 1.2.7.11] 
K00175,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta  [EC:1.2.7.3 1.2.7.11] 
K00175,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta  [EC:1.2.7.3 1.2.7.11] 
K00176,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],2-oxoglutarate ferredoxin oxidoreductase subunit delta  [EC:1.2.7.3] 
K00176,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],2-oxoglutarate ferredoxin oxidoreductase subunit delta  [EC:1.2.7.3] 
K00177,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],2-oxoglutarate ferredoxin oxidoreductase subunit gamma  [EC:1.2.7.3] 
K00177,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],2-oxoglutarate ferredoxin oxidoreductase subunit gamma  [EC:1.2.7.3] 
K00181,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04310,Wnt signaling pathway [PATH:ko04310],O-palmitoleoyl transferase  [EC:2.3.1.250] 
K00182,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04150,mTOR signaling pathway [PATH:ko04150],"wingless-type MMTV integration site family, member 2 "
K00182,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04390,Hippo signaling pathway [PATH:ko04390],"wingless-type MMTV integration site family, member 2 "
K00182,l1_09130,Environmental Information Processing,l1_09132,Signal transduction,map04310,Wnt signaling pathway [PATH:ko04310],"wingless-type MMTV integration site family, member 2 "
K00182,l1_09140,Cellular Processes,l1_09144,Cellular community,map04550,,"wingless-type MMTV integration site family, member 2 "
K00184,l1_09100,Metabolism,l1_09102,Energy metabolism,map00920,Sulfur metabolism [PATH:ko00920],dimethyl sulfoxide reductase iron-sulfur subunit 
K00185,l1_09100,Metabolism,l1_09102,Energy metabolism,map00920,Sulfur metabolism [PATH:ko00920],dimethyl sulfoxide reductase membrane subunit 
K00186,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",2-oxoisovalerate ferredoxin oxidoreductase alpha subunit  [EC:1.2.7.7] 
K00187,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",2-oxoisovalerate ferredoxin oxidoreductase beta subunit  [EC:1.2.7.7] 
K00188,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",2-oxoisovalerate ferredoxin oxidoreductase delta subunit  [EC:1.2.7.7] 
K00189,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00189,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00189,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00189,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00633,Nitrotoluene degradation [PATH:ko00633],2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00189,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00189,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00189,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00640,Propanoate metabolism [PATH:ko00640],2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00189,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00620,Pyruvate metabolism [PATH:ko00620],2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00189,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit  [EC:1.2.7.7 1.2.7.1] 
K00192,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha  [EC:1.2.7.4] "
K00193,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta  [EC:2.3.1.169] "
K00194,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta  [EC:2.1.1.245] "
K00194,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta  [EC:2.1.1.245] "
K00195,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],"anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon "
K00196,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],anaerobic carbon-monoxide dehydrogenase iron sulfur subunit 
K00196,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],anaerobic carbon-monoxide dehydrogenase iron sulfur subunit 
K00196,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00633,Nitrotoluene degradation [PATH:ko00633],anaerobic carbon-monoxide dehydrogenase iron sulfur subunit 
K00197,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma  [EC:2.1.1.245] "
K00197,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma  [EC:2.1.1.245] "
K00198,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],anaerobic carbon-monoxide dehydrogenase catalytic subunit  [EC:1.2.7.4] 
K00198,l1_09100,Metabolism,l1_09102,Energy metabolism,map00720,Carbon fixation pathways in prokaryotes [PATH:ko00720],anaerobic carbon-monoxide dehydrogenase catalytic subunit  [EC:1.2.7.4] 
K00198,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00633,Nitrotoluene degradation [PATH:ko00633],anaerobic carbon-monoxide dehydrogenase catalytic subunit  [EC:1.2.7.4] 
K00200,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formylmethanofuran dehydrogenase subunit A  [EC:1.2.7.12] 
K00201,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formylmethanofuran dehydrogenase subunit B  [EC:1.2.7.12] 
K00202,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formylmethanofuran dehydrogenase subunit C  [EC:1.2.7.12] 
K00203,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],formylmethanofuran dehydrogenase subunit D  [EC:1.2.7.12] 
K00204,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],4Fe-4S ferredoxin 
K00205,l1_09100,Metabolism,l1_09102,Energy metabolism,map00680,Methane metabolism [PATH:ko00680],4Fe-4S ferredoxin 
K00206,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00440,Phosphonate and phosphinate metabolism [PATH:ko00440],phosphonoacetaldehyde dehydrogenase  [EC:1.2.1.-] 
K00207,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00983,Drug metabolism - other enzymes [PATH:ko00983],dihydropyrimidine dehydrogenase (NADP+)  [EC:1.3.1.2] 
K00207,l1_09100,Metabolism,l1_09104,Nucleotide metabolism,map00240,Pyrimidine metabolism [PATH:ko00240],dihydropyrimidine dehydrogenase (NADP+)  [EC:1.3.1.2] 
K00207,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770],dihydropyrimidine dehydrogenase (NADP+)  [EC:1.3.1.2] 
K00207,l1_09100,Metabolism,l1_09106,Metabolism of other amino acids,map00410,beta-Alanine metabolism [PATH:ko00410],dihydropyrimidine dehydrogenase (NADP+)  [EC:1.3.1.2] 
K00208,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00061,Fatty acid biosynthesis [PATH:ko00061],enoyl-[acyl-carrier protein] reductase I  [EC:1.3.1.9 1.3.1.10] 
K00208,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00333,Prodigiosin biosynthesis [PATH:ko00333],enoyl-[acyl-carrier protein] reductase I  [EC:1.3.1.9 1.3.1.10] 
K00208,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00780,Biotin metabolism [PATH:ko00780],enoyl-[acyl-carrier protein] reductase I  [EC:1.3.1.9 1.3.1.10] 
K00209,l1_09100,Metabolism,l1_09101,Carbohydrate metabolism,map00650,Butanoate metabolism [PATH:ko00650],enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+)  [EC:1.3.1.9 1.3.1.44] 
K00209,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00061,Fatty acid biosynthesis [PATH:ko00061],enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+)  [EC:1.3.1.9 1.3.1.44] 
K00211,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",prephenate dehydrogenase (NADP+)  [EC:1.3.1.13] 
K00212,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00140,Steroid hormone biosynthesis [PATH:ko00140],20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase  [EC:1.1.1.149 1.1.1.357 1.3.1.20] 
K00212,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],20alpha/3alpha-hydroxysteroid dehydrogenase / dihydrodiol dehydrogenase  [EC:1.1.1.149 1.1.1.357 1.3.1.20] 
K00213,l1_09100,Metabolism,l1_09103,Lipid metabolism,map00100,Steroid biosynthesis [PATH:ko00100],7-dehydrocholesterol reductase  [EC:1.3.1.21] 
K00214,l1_09100,Metabolism,l1_09108,Metabolism of cofactors and vitamins,map00860,Porphyrin metabolism [PATH:ko00860],biliverdin reductase  [EC:1.3.1.24] 
K00215,l1_09100,Metabolism,l1_09110,Biosynthesis of other secondary metabolites,map00261,Monobactam biosynthesis [PATH:ko00261],4-hydroxy-tetrahydrodipicolinate reductase  [EC:1.17.1.8] 
K00215,l1_09100,Metabolism,l1_09105,Amino acid metabolism,map00300,Lysine biosynthesis [PATH:ko00300],4-hydroxy-tetrahydrodipicolinate reductase  [EC:1.17.1.8] 
K00216,l1_09100,Metabolism,l1_09109,Metabolism of terpenoids and polyketides,map01053,Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase  [EC:1.3.1.28] "
K00217,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00361,Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],maleylacetate reductase  [EC:1.3.1.32] 
K00217,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00362,Benzoate degradation [PATH:ko00362],maleylacetate reductase  [EC:1.3.1.32] 
K00217,l1_09100,Metabolism,l1_09111,Xenobiotics biodegradation and metabolism,map00364,Fluorobenzoate degradation [PATH:ko00364],maleylacetate reductase  [EC:1.3.1.32] 
